BlockNo,From,Quantity
20391664,0xcDb2E1fe2F4613b00395Cc23f1819b912569fa1b,18,482.6
20389454,0x0Ed67dAaacf97acF041cc65f04A632a8811347fF,2,000
20384813,0x17a152D07cf496E51b2B4A1D69Bc5AF2feD9C52c,300
20384651,0x1D85ddEB7F73c33802D4e2545Ee65a579781e0b6,300.87
20382567,0x56e92a7cAFC83791089191b5136dC26168cB575a,350
20378109,0xEf6dbA3Eb53f9DEc8925eD7423735344173d4023,53
20374594,0x4b00307059B7d881bB8A7dB7505196172d9d01fd,418.9315271367973
20368699,0x59ebD62953cB129e050DF2702DC8B926d1cA7D6C,500.057
20368611,0xafeAF8EDAe10c63D0575738A3c42736ACdcAeEa3,108.40547155008917
20368524,0xB1C6dc864459E37Cb997457556363083158D3bF2,1,330
20368288,0x2a9f215F6156BB7a6C46C746C765e7f92464cdC9,35.89621982916067
20368014,0x1cD5470Dc00DCB3588727fA3d21c6C023658b377,1,788.2932381311984
20367977,0x49E4950EC4d9D00D5518D1595b899977e25B3991,125.26822718717484
20364044,0x1a07f6cfe878d07C1E72371cec74D5981A1C9Ad4,305
20363758,0xf5994cDc21f0c4728629a6248dF0B67313b0dD45,10,454.947384200354
19983053,0x06d6DEC719E2ACf3480E9478ad368e2EFF1368cd,500
19981302,0xF95EF24C632470A98624F5a86e496Ad35f357055,150
19978705,0x6e5B935Ac926E11DeC812eb0A5425ec5e4c96355,225.3667077566223
19976036,0x16A7aA64872FF37a456de74b3783fBd4DF3bD6d0,300
19975970,0xf5b1e6949b2F325D7C08570d7f9798e5ad4780a2,50
19974502,0xc163197A9d80F04dFAa550dA9AEb826D81eA33aE,116
19959996,0x6f7499ae339f3b03DCF9582DEbe12b2856829561,1.0000027220028045
19953399,0x6478EcBcCB845970cF5652ce6fFbaC9Df81747E2,7,358.813694681389
19949661,0x1bc9ecfB3d3CaBFa96c0BB948AEd0304496580b5,1,001
19948530,0xb67D131a75c0fAF8f90CA967e20f29faDD02DDA3,319.31
